id,wahlkreis17,gültigerst17,gültigzweit17,cduerst17,spderst17,fdperst17,linerst17,gruerst17,csuerst17,unionerst17,parteierst17,maxerst17,cduzweit17,spdzweit17,fdpzweit17,linzweit17,gruzweit17,csuzweit17,unionzweit17,parteizweit17,maxzweit17,unionmaxerst17,spdmaxerst17,fdpmaxerst17,linmaxerst17,grumaxerst17,unionmaxzweit17,spdmaxzweit17,fdpmaxzweit17,linmaxzweit17,grumaxzweit17,wahlkreis13,gültigerst13,gültigzweit13,cduerst13,spderst13,fdperst13,linerst13,gruerst13,csuerst13,unionerst13,parteierst13,maxerst13,cduzweit13,spdzweit13,fdpzweit13,linzweit13,gruzweit13,csuzweit13,unionzweit13,parteizweit13,maxzweit13,unionmaxerst13,spdmaxerst13,fdpmaxerst13,linmaxerst13,grumaxerst13,unionmaxzweit13,spdmaxzweit13,fdpmaxzweit13,linmaxzweit13,grumaxzweit13
260,Böblingen,194286,194900,38.8,19.6,12.8,5,11.9,0,38.8,cduerst,1,35.4,15.5,15.1,5.4,12.7,0,35.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Böblingen,188749,189277,54.3,23.7,3.4,4,9.4,0,54.3,cduerst,1,46.9,20,7.1,4.4,10.4,0,46.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
261,Esslingen,134118,134385,40,19.2,8.7,5.9,15.3,0,40,cduerst,1,33.3,16.8,13.8,6.2,14.6,0,33.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Esslingen,128425,128536,51.3,25.2,1.9,3.7,11.1,0,51.3,cduerst,1,44.8,21.9,6.1,4.6,12,0,44.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
262,Nürtingen,166287,166609,39.4,19,9.9,4.8,14.8,0,39.4,cduerst,1,33.7,15.1,15,5.5,14.2,0,33.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Nürtingen,158373,158426,51,25.3,2.5,3.3,9.9,0,51,cduerst,1,46,19.9,6.9,4.1,11.6,0,46,cduzweit,1,0,0,0,0,0,0,0,0,0,0
263,Göppingen,135470,135948,37.6,21.9,9.2,4.4,12.1,0,37.6,cduerst,1,33.3,17.6,12.6,5.1,12.3,0,33.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Göppingen,130711,131103,49,24.2,3.4,3.6,10.7,0,49,cduerst,1,45.8,21.7,5.8,4.2,10.1,0,45.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
264,Waiblingen,176407,176893,36.8,19.2,13.4,4.9,12.2,0,36.8,cduerst,1,33,15.9,16.2,5.6,12.2,0,33,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Waiblingen,169399,169859,51.4,23,3.8,3.7,10.5,0,51.4,cduerst,1,45.6,20.1,7.8,4.5,10.3,0,45.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
265,Ludwigsburg,173535,173987,38.3,17.8,10.2,5.5,14.2,0,38.3,cduerst,1,33.3,16.4,14.7,6,13.8,0,33.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Ludwigsburg,160561,161271,50.4,21.2,3.2,4.8,13.5,0,50.4,cduerst,1,44,21.3,6.9,4.7,11.7,0,44,cduzweit,1,0,0,0,0,0,0,0,0,0,0
266,Neckar-Zaber,184382,184837,40,19.7,8.8,4.6,12.5,0,40,cduerst,1,32.9,16.5,14.7,5.3,13.1,0,32.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Neckar-Zaber,174280,175258,53.2,26.4,3.1,4.4,9.5,0,53.2,cduerst,1,45.3,21,6.7,4.1,10.6,0,45.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
267,Heilbronn,183110,183286,35.3,23.2,9.6,4.6,8.1,0,35.3,cduerst,1,32.1,17.7,13,5.7,10.4,0,32.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Heilbronn,170887,171590,51.4,27.1,3.6,4.4,7.5,0,51.4,cduerst,1,45.8,22.1,6.4,4.7,8.5,0,45.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
268,Schwäbisch Hall – Hohenlohe,169860,169795,40.5,18.5,8.4,4.3,12.6,0,40.5,cduerst,1,34.3,16.2,12.7,5.7,12.1,0,34.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Schwäbisch Hall - Hohenlohe,155765,156233,52.3,22.9,3.9,4.3,10,0,52.3,cduerst,1,46.6,20,6.6,4.8,10,0,46.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
269,Backnang – Schwäbisch Gmünd,134801,135311,41.2,20,8.1,5.6,11.3,0,41.2,cduerst,1,35.2,16.5,12.4,5.9,11.4,0,35.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Backnang - Schwäbisch Gmünd,127787,128608,55.4,24.8,2.8,4,8.2,0,55.4,cduerst,1,48.4,20.4,5.8,4.2,9.1,0,48.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
270,Aalen – Heidenheim,167586,168216,46.4,21,6.1,5.2,9.6,0,46.4,cduerst,1,38.2,18.6,10.5,5.5,11,0,38.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Aalen - Heidenheim,160110,160933,57.6,24.6,1.8,5,7.7,0,57.6,cduerst,1,49.3,22.3,4.5,4.6,8.4,0,49.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
271,Karlsruhe-Stadt,160506,160911,28.5,23.6,8.6,7.6,17.6,0,28.5,cduerst,1,27.8,16.8,12,9.6,18.3,0,27.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Karlsruhe-Stadt,148111,148606,39.5,29.6,3.2,4.9,13.7,0,39.5,cduerst,1,37.5,22.7,6,6,15,0,37.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
272,Karlsruhe-Land,166740,167126,40.4,19.7,9.1,4.6,11.4,0,40.4,cduerst,1,35.4,17.1,12.8,5.5,12.3,0,35.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Karlsruhe-Land,157255,158105,53.3,25.9,2.9,3.7,7.8,0,53.3,cduerst,1,46.7,21.1,6,4.1,9.6,0,46.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
273,Rastatt,154890,155248,44.1,19,7.2,4.6,10.9,0,44.1,cduerst,1,37.9,17,11.5,5.4,11.4,0,37.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Rastatt,145646,145957,53.5,23,3.1,3.5,8.4,0,53.5,cduerst,1,49.2,20.6,5.8,4.1,9.1,0,49.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
274,Heidelberg,177570,177832,32.7,26,6.6,6.1,16.7,0,32.7,cduerst,1,29.9,18.4,12.7,8.3,17.1,0,29.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Heidelberg,166319,166406,40.9,30.6,3.1,4.1,12.3,0,40.9,cduerst,1,37.5,23.4,7,5.7,14.8,0,37.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0
275,Mannheim,142574,142723,29.3,27.9,6.9,7.4,13.1,0,29.3,cduerst,1,27.1,21.2,11.2,9.1,13.2,0,27.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Mannheim,135167,135744,39.8,32.4,2.8,6.6,12.2,0,39.8,cduerst,1,35.1,27.5,5.5,7.5,11.1,0,35.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
276,Odenwald – Tauber,161223,161225,46.8,19.1,7.1,5.2,6.9,0,46.8,cduerst,1,39.8,16.9,10.9,5.5,8.5,0,39.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Odenwald - Tauber,153285,153246,59.1,21.3,1.8,3.4,5.9,0,59.1,cduerst,1,51.9,19.8,5.2,4.2,7.2,0,51.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
277,Rhein-Neckar,154416,154654,37.4,23.9,8.1,5.2,9.6,0,37.4,cduerst,1,33.5,18.4,12.2,6.3,11.4,0,33.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Rhein-Neckar,145554,145747,49.7,25.9,2.5,4,8.3,0,49.7,cduerst,1,43.8,22.3,6.5,4.8,9.5,0,43.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
278,Bruchsal – Schwetzingen,152358,152690,41.5,19.5,6.7,4.6,8.3,0,41.5,cduerst,1,34.8,17.4,11.9,5.7,10.2,0,34.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Bruchsal - Schwetzingen,142639,143035,51.8,24.7,2.8,3.7,6.8,0,51.8,cduerst,1,46.6,21.6,5.7,4.4,8.2,0,46.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
279,Pforzheim,165973,166080,36.4,19,11.9,4.7,9.6,0,36.4,cduerst,1,32.7,16.3,13.6,5.4,10.8,0,32.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Pforzheim,157197,157396,49.5,22.9,5.8,4.1,8,0,49.5,cduerst,1,45.1,20.2,7.1,4.6,8.9,0,45.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
280,Calw,151724,151605,43.3,16.9,9.3,4.5,8.8,0,43.3,cduerst,1,37.2,14.4,14.3,5.1,9.9,0,37.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Calw,142709,143270,58.5,20.2,2.9,4.3,7,0,58.5,cduerst,1,51.1,17.6,6.4,4.2,7.6,0,51.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
281,Freiburg,179374,179535,28,22.7,5.3,7.3,25.7,0,28,cduerst,1,28.1,17.5,9.3,11.2,21.2,0,28.1,cduzweit,1,0,0,0,0,0,0,0,0,0,5,Freiburg,166534,166579,34.9,30,1.9,4.9,20.9,0,34.9,cduerst,1,35.4,22.1,4.8,7.9,19.8,0,35.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
282,Lörrach – Müllheim,175517,175704,39.4,21.1,8.7,5,15,0,39.4,cduerst,1,34.4,17.8,11.1,6.2,15.4,0,34.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Lörrach - Müllheim,162043,162202,50.1,24.6,2.4,3.9,12,0,50.1,cduerst,1,43.7,21.8,5.6,4.8,12.7,0,43.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
283,Emmendingen – Lahr,166356,166444,37.6,23.7,8.6,5.2,11.1,0,37.6,cduerst,1,35.9,17.9,10.6,5.8,13.7,0,35.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Emmendingen - Lahr,150615,151269,52.3,26.4,1.8,4.6,11.5,0,52.3,cduerst,1,45.8,21.2,5.1,4.6,12.1,0,45.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
284,Offenburg,153606,153649,48.1,17.3,6.2,5.4,12.6,0,48.1,cduerst,1,37.1,16.5,11,5.5,13.8,0,37.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Offenburg,142873,142822,56.1,20.2,2.1,4.3,9.9,0,56.1,cduerst,1,48.3,19.2,5.7,4.7,10.7,0,48.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
285,Rottweil – Tuttlingen,150030,150050,43,15.9,10.8,3.9,9.5,0,43,cduerst,1,38,14.6,13.5,4.8,10.2,0,38,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Rottweil - Tuttlingen,140930,141168,57.8,17.8,3.3,3.8,7.5,0,57.8,cduerst,1,51.7,17.5,6.4,4,7.4,0,51.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
286,Schwarzwald-Baar,123690,123729,47,16.7,8.4,4.3,9.8,0,47,cduerst,1,37.8,15.6,12.2,5.3,12.2,0,37.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Schwarzwald-Baar,117366,117345,56.7,18.9,2.5,3.5,7.7,0,56.7,cduerst,1,49.4,19.1,5.9,4.1,9,0,49.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
287,Konstanz,157109,157383,44.8,16.8,7.3,7,13.4,0,44.8,cduerst,1,33.2,15.6,13.2,7.2,16,0,33.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Konstanz,145650,145816,51.9,19.2,3.8,4.1,13.3,0,51.9,cduerst,1,43.6,20.2,7.4,5,12.7,0,43.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
288,Waldshut,135059,135129,41.9,24.1,6.2,5,11.9,0,41.9,cduerst,1,39.3,16.4,10.8,5.5,13.9,0,39.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Waldshut,126441,127036,51.4,28,3.3,4.4,10.1,0,51.4,cduerst,1,49.3,19,5.8,4.3,11,0,49.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
289,Reutlingen,155803,156059,40.8,15,10,6.2,14.3,0,40.8,cduerst,1,34.5,14.9,13.7,6.1,13.9,0,34.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Reutlingen,148131,148022,51.9,20.2,3.8,4,12.4,0,51.9,cduerst,1,46.2,19.3,7.1,4.8,10.9,0,46.2,cduzweit,1,0,0,0,0,0,0,0,0,0,0
290,Tübingen,158186,158410,35.7,17.3,7.9,8.8,19.1,0,35.7,cduerst,1,30.8,15.7,11.8,9.5,18,0,30.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Tübingen,147979,148281,46.9,20.4,2.3,6.5,16.5,0,46.9,cduerst,1,41.7,20.5,5.5,6.6,14.8,0,41.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
291,Ulm,175444,175863,42.7,20.2,8.1,4.6,12,0,42.7,cduerst,1,37,15.9,11.5,5.7,13.7,0,37,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Ulm,165046,165468,52.1,23.8,2.6,3.6,9.7,0,52.1,cduerst,1,48.6,20.2,5.2,4.3,10.3,0,48.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
292,Biberach,130082,130275,44.5,16.9,7.5,3.8,13.5,0,44.5,cduerst,1,43.1,12.7,11,4.6,11.3,0,43.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Biberach,119587,120088,59,19.9,2.1,3.4,9,0,59,cduerst,1,56.3,14.8,4.9,3.4,9.1,0,56.3,cduzweit,1,0,0,0,0,0,0,0,0,0,0
293,Bodensee,135794,135951,41.4,18,8.8,5.3,13.9,0,41.4,cduerst,1,37.1,14.2,13.2,6.1,14.7,0,37.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Bodensee,126766,127209,53.9,20.6,3.9,4.5,11.2,0,53.9,cduerst,1,48.7,18.2,6.4,4.4,11.8,0,48.7,cduzweit,1,0,0,0,0,0,0,0,0,0,0
294,Ravensburg,144657,144787,38.5,12.4,10.1,5.4,20.2,0,38.5,cduerst,1,38.9,13.4,11.4,6.1,15,0,38.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Ravensburg,134247,134506,51.6,20,2.5,3.3,13.6,0,51.6,cduerst,1,50,17.3,5.2,4.3,12.3,0,50,cduzweit,1,0,0,0,0,0,0,0,0,0,0
295,Zollernalb – Sigmaringen,137194,137727,45,14.4,9.3,4.7,12.7,0,45,cduerst,1,38,14.1,13.4,5.1,11.5,0,38,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Zollernalb - Sigmaringen,130191,131061,60.7,18.2,2.4,4.2,8.3,0,60.7,cduerst,1,52.8,17.1,5.6,4.1,8.4,0,52.8,cduzweit,1,0,0,0,0,0,0,0,0,0,0
296,Saarbrücken,145298,145430,31.4,32.1,5.3,13.3,6,0,31.4,spderst,2,28.5,26.4,8.1,14.9,8.1,0,28.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Saarbrücken,139051,139335,36.9,36.2,1.7,10.9,5.3,0,36.9,cduerst,1,33.4,31.1,4.5,11.7,7.8,0,33.4,cduzweit,1,0,0,0,0,0,0,0,0,0,0
297,Saarlouis,158015,157605,38,32.1,3.8,10.8,3.5,0,38,cduerst,1,33.6,27,7.7,12.9,5.5,0,33.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Saarlouis,149927,149930,44.5,34.9,1.2,7.3,3.7,0,44.5,cduerst,1,40.1,30.7,3.7,9,5.3,0,40.1,cduzweit,1,0,0,0,0,0,0,0,0,0,0
298,St. Wendel,138769,138698,41.8,30.4,4.7,9.8,3.4,0,41.8,cduerst,1,36.5,27.7,6.9,11.3,4.8,0,36.5,cduzweit,1,0,0,0,0,0,0,0,0,0,0,St. Wendel,134056,134193,45.4,33.5,1.7,7.6,2.8,0,45.4,cduerst,1,40.9,30.4,3.4,9,4.5,0,40.9,cduzweit,1,0,0,0,0,0,0,0,0,0,0
299,Homburg,143321,143525,33.6,31.4,5.1,11,5,0,33.6,cduerst,1,31,27.7,7.7,12.4,5.6,0,31,cduzweit,1,0,0,0,0,0,0,0,0,0,0,Homburg,138915,139102,39.8,37.6,1.4,9.1,3.6,0,39.8,cduerst,1,36.6,31.9,3.8,10.2,5.1,0,36.6,cduzweit,1,0,0,0,0,0,0,0,0,0,0
