date,Deutschland,Deutschland,Albanienerste,Albanienzweite,Andorraerste,Andorrazweite,Anguillaerste,Anguillazweite,Argentinienerste,Argentinienzweite,Aserbaidschanerste,Aserbaidschanzweite,Australienerste,Australienzweite,Bahrainerste,Bahrainzweite,Bangladescherste,Bangladeschzweite,Barbadoserste,Barbadoszweite,Belaruserste,Belaruszweite,Belgienerste,Belgienzweite,Belizeerste,Belizezweite,Bermudaerste,Bermudazweite,Bolivienerste,Bolivienzweite,Brasilienerste,Brasilienzweite,Bulgarienerste,Bulgarienzweite,Cayman Islandserste,Cayman Islandszweite,Chileerste,Chilezweite,Costa Ricaerste,Costa Ricazweite,Dänemarkerste,Dänemarkzweite,Dominicaerste,Dominicazweite,Dominikanische Republikerste,Dominikanische Republikzweite,Ecuadorerste,Ecuadorzweite,El Salvadorerste,El Salvadorzweite,Estlanderste,Estlandzweite,Falkland Inselnerste,Falkland Inselnzweite,Finnlanderste,Finnlandzweite,Frankreicherste,Frankreichzweite,Ghanaerste,Ghanazweite,Gibraltarerste,Gibraltarzweite,Grenadaerste,Grenadazweite,Griechenlanderste,Griechenlandzweite,Großbritannienerste,Großbritannienzweite,Guernseyerste,Guernseyzweite,Guyanaerste,Guyanazweite,Hongkongerste,Hongkongzweite,Indienerste,Indienzweite,Indonesienerste,Indonesienzweite,Iranerste,Iranzweite,Irlanderste,Irlandzweite,Islanderste,Islandzweite,Isle of Manerste,Isle of Manzweite,Israelerste,Israelzweite,Italienerste,Italienzweite,Jerseyerste,Jerseyzweite,Kambodschaerste,Kambodschazweite,Kanadaerste,Kanadazweite,Kolumbienerste,Kolumbienzweite,Kroatienerste,Kroatienzweite,Kuwaiterste,Kuwaitzweite,Lettlanderste,Lettlandzweite,Litauenerste,Litauenzweite,Luxemburgerste,Luxemburgzweite,Malaysiaerste,Malaysiazweite,Maltaerste,Maltazweite,Marokkoerste,Marokkozweite,Mauritiuserste,Mauritiuszweite,Mexikoerste,Mexikozweite,Moldawienerste,Moldawienzweite,Montenegroerste,Montenegrozweite,Montserraterste,Montserratzweite,Neuseelanderste,Neuseelandzweite,Niederlandeerste,Niederlandezweite,Norwegenerste,Norwegenzweite,Omanerste,Omanzweite,Österreicherste,Österreichzweite,Pakistanerste,Pakistanzweite,Paraguayerste,Paraguayzweite,Peruerste,Peruzweite,Philippinenerste,Philippinenzweite,Polenerste,Polenzweite,Portugalerste,Portugalzweite,Ruandaerste,Ruandazweite,Rumänienerste,Rumänienzweite,Russlanderste,Russlandzweite,Saint Luciaerste,Saint Luciazweite,San Marinoerste,San Marinozweite,Schwedenerste,Schwedenzweite,Schweizerste,Schweizzweite,Senegalerste,Senegalzweite,Serbienerste,Serbienzweite,Seychellenerste,Seychellenzweite,Simbabweerste,Simbabwezweite,Singapurerste,Singapurzweite,Slowakeierste,Slowakeizweite,Slowenienerste,Slowenienzweite,Spanienerste,Spanienzweite,Südafrikaerste,Südafrikazweite,Südkoreaerste,Südkoreazweite,Trinidad Tobagoerste,Trinidad Tobagozweite,Tschechienerste,Tschechienzweite,Türkeierste,Türkeizweite,Turks-und Caicosinselnerste,Turks-und Caicosinselnzweite,Ukraineerste,Ukrainezweite,Ungarnerste,Ungarnzweite,Uruguayerste,Uruguayzweite,USAerste,USAzweite,Venezuelaerste,Venezuelazweite,Vereinigte Arabische Emirateerste,Vereinigte Arabische Emiratezweite,Zypernerste,Zypernzweite
2021-02-23,4.23,2.25,null,null,null,null,null,null,1.07,0.59,null,null,0.01,null,16.54,null,1.51,null,7.67,null,null,null,3.89,2.57,null,null,null,null,null,null,2.82,0.61,1.71,0.43,18.63,11.71,15.96,0.29,null,null,6.02,3.08,null,null,null,null,null,null,null,null,4.86,2.06,null,null,null,null,3.92,1.94,null,null,58.94,38.13,null,null,4.85,2.47,26.87,0.99,null,null,null,null,null,null,0.77,0.1,0.46,0.29,null,null,4.84,2.72,5.09,3.09,15.38,5.84,52.46,36.48,3.98,2.24,null,null,0.05,null,3.02,1.24,0.09,null,null,null,null,null,1.77,0.89,4.92,2.59,3.92,1.42,0,null,10.65,4.93,7.14,0.08,null,null,1.04,0.36,null,null,null,null,13.04,null,null,null,null,null,5.59,1.96,0.95,0.37,3.87,2.46,null,null,null,null,0.75,null,null,null,null,null,4.36,2.45,null,null,4.35,3.13,null,null,null,null,null,null,null,null,5.87,2.15,0,null,12.16,6.95,47.98,23.77,0.03,null,null,null,5.3,2,4.7,2.44,4.41,2.61,0.05,0.05,null,null,null,null,3.42,2.09,7.24,1.4,null,null,null,null,4.88,2.16,null,null,13.32,5.94,null,null,35.19,22.12,5.05,2.32
2021-02-24,4.37,2.32,null,null,3.09,null,null,null,1.14,0.59,null,null,0.03,null,16.75,null,1.62,null,8.9,null,null,null,4.01,2.63,null,null,null,null,null,null,2.88,0.68,1.96,0.46,19.34,11.8,16.41,0.29,null,null,6.25,3.11,null,null,0.24,null,0.12,0.02,null,null,5.15,2.13,null,null,5.46,1.36,4,2.06,null,null,60.68,38.37,null,null,5.01,2.61,27.53,1.03,null,null,null,null,null,null,0.79,0.11,0.5,0.3,null,null,5.16,2.76,null,null,15.43,6.12,53.16,37.2,4.17,2.25,null,null,null,null,3.1,1.28,0.1,null,3.06,1.42,null,null,2,0.9,5.31,2.62,4.04,1.51,null,null,11.11,5.1,7.89,0.1,null,null,1.11,0.37,null,null,null,null,null,null,0.02,null,null,null,5.79,2.37,null,null,4.04,2.49,null,null,null,null,0.82,null,null,null,5.18,2.73,4.6,2.47,null,null,4.44,3.18,null,null,null,null,null,null,null,null,6.09,2.55,0.02,null,12.59,7.16,null,null,0.05,null,null,null,5.42,2.12,5.03,2.45,4.71,2.63,0.07,0.07,null,null,null,null,3.55,2.15,7.53,1.5,null,null,null,null,5.26,2.18,null,null,13.53,6.16,null,null,null,null,null,null
2021-02-25,4.52,2.39,null,null,null,null,null,null,1.24,0.6,null,null,0.07,null,17.05,null,1.73,null,10.19,null,null,null,4.2,2.7,null,null,null,null,null,null,2.92,0.75,2.21,0.5,null,null,16.86,0.29,null,null,6.5,3.12,null,null,null,null,null,null,0.25,null,5.17,2.14,null,null,5.77,1.4,4.14,2.2,null,null,64.09,38.61,null,null,5.18,2.75,28.25,1.08,null,null,null,null,null,null,0.81,0.13,0.53,0.31,null,null,5.5,2.79,5.59,3.63,15.62,6.48,53.75,37.94,4.36,2.27,null,null,0.08,null,3.21,1.32,0.13,null,3.31,1.43,null,null,2.22,0.9,5.71,2.65,4.17,1.59,null,null,11.38,5.3,8.56,0.12,null,null,1.21,0.41,null,null,0.18,null,null,null,null,null,null,null,5.99,2.83,null,null,4.22,2.53,null,null,0.01,null,0.86,null,null,null,null,null,4.87,2.5,null,null,4.53,3.19,null,null,null,null,null,null,null,null,6.13,2.63,0.07,null,12.91,7.31,52.45,23.92,0.07,null,null,null,5.48,2.27,5.54,2.46,5.05,2.66,0.09,0.09,0,null,null,null,3.71,2.2,7.8,1.66,null,null,null,null,5.4,2.49,null,null,13.78,6.45,null,null,null,null,null,null
2021-02-26,4.68,2.45,null,null,3.27,null,26.19,null,1.37,0.63,null,null,0.1,null,17.21,null,null,null,11.7,null,null,null,4.41,2.76,null,null,null,null,null,null,2.99,0.83,2.41,0.54,null,null,17.27,0.29,null,null,7.12,3.14,null,null,null,null,null,null,null,null,null,null,null,null,6.26,1.44,4.3,2.3,null,null,67.41,39.11,null,null,5.34,2.89,28.99,1.13,null,null,null,null,0.08,null,0.84,0.16,0.58,0.32,null,null,5.79,2.84,5.74,3.68,15.99,7.39,54.04,38.3,4.55,2.29,null,null,null,null,3.36,1.36,0.16,null,null,null,null,null,2.39,0.9,6.04,2.69,null,null,null,null,11.56,5.69,9.02,0.26,null,null,1.33,0.44,null,null,0.21,null,null,null,null,null,null,null,6.13,3.01,null,null,4.47,2.58,null,null,null,null,0.9,null,null,null,5.55,3.09,5.28,2.53,null,null,4.63,3.2,null,null,null,null,null,null,null,null,6.17,2.7,0.13,null,13.02,7.45,null,null,0.08,null,null,null,5.55,2.43,5.88,2.49,null,null,0.11,0.11,0.04,null,null,null,3.86,2.25,8,1.84,null,null,0.01,null,5.83,2.53,null,null,14.11,6.76,null,null,null,null,6.12,2.58
2021-02-27,4.81,2.5,null,null,null,null,null,null,1.54,0.64,null,null,0.12,null,17.35,null,1.81,null,12.79,null,null,null,4.44,2.76,null,null,21.93,11.31,null,null,3.03,0.89,2.48,0.54,null,null,17.32,0.29,null,null,7.24,3.16,null,null,null,null,null,null,null,null,5.84,2.53,null,null,6.53,1.46,4.38,2.33,null,null,69.8,39.45,null,null,5.49,3.01,29.59,1.17,null,null,null,null,0.18,null,0.85,0.18,0.59,0.36,null,null,5.97,2.86,null,null,16.33,8.17,54.24,38.54,4.74,2.31,null,null,null,null,3.5,1.38,0.22,null,null,null,null,null,2.42,0.9,6.06,2.69,null,null,0.01,null,11.59,6.07,9.31,0.44,null,null,1.41,0.44,null,null,null,null,null,null,null,null,null,null,6.14,3.01,null,null,4.72,2.6,null,null,null,null,0.92,null,null,null,null,null,5.63,2.59,null,null,4.71,3.21,null,null,null,null,0.1,null,null,null,6.18,2.72,0.15,null,13.54,7.52,56.83,23.95,0.11,null,null,null,5.68,2.45,5.93,2.49,null,null,0.11,0.11,0.04,null,null,null,3.88,2.25,8.13,1.97,null,null,0.01,null,7.02,2.58,0.01,null,14.48,7.09,null,null,null,null,null,null
2021-02-28,4.91,2.53,null,null,null,null,null,null,1.62,0.65,null,null,0.13,null,17.52,null,1.89,null,13.44,null,null,null,4.45,2.76,0,null,null,null,null,null,3.07,0.9,2.52,0.54,null,null,17.32,0.29,null,null,7.43,3.19,null,null,null,null,null,null,null,null,null,null,null,null,6.69,1.46,4.38,2.34,null,null,69.8,39.45,null,null,null,null,29.87,1.2,null,null,null,null,0.27,null,0.86,0.18,0.62,0.37,null,null,6.03,2.87,null,null,16.61,8.62,54.7,39.17,4.85,2.33,29.87,3.28,null,null,3.61,1.39,0.26,null,null,null,null,null,2.43,0.9,6.08,2.69,4.33,1.71,null,null,11.68,6.35,null,null,null,null,1.47,0.44,null,null,null,null,null,null,0.03,null,5.86,1.94,6.15,3.02,null,null,4.82,2.61,null,null,null,null,0.92,null,0,null,5.68,3.14,5.85,2.6,null,null,4.76,3.21,null,null,null,null,null,null,5.29,2.76,6.31,2.99,0.16,null,13.59,7.52,null,null,0.13,null,null,null,5.78,2.45,5.93,2.49,5.49,2.7,0.12,0.12,0.04,null,null,null,3.9,2.26,8.15,1.99,null,null,null,null,7.09,2.61,0.01,null,14.88,7.41,null,null,null,null,null,null
2021-03-01,5.08,2.59,null,null,null,null,null,null,1.67,0.65,2.89,null,0.13,null,17.7,null,null,null,14.31,null,null,null,4.54,2.79,null,null,null,null,null,null,3.08,0.9,2.66,0.56,null,null,18.04,0.3,2.04,0.91,7.77,3.21,10,null,0.55,null,0.2,0.04,null,null,5.94,2.57,null,null,6.94,1.48,4.48,2.42,0,null,null,null,null,null,5.7,3.14,30.17,1.24,null,null,null,null,0.36,null,0.89,0.19,0.65,0.39,null,null,6.15,2.89,6.18,3.69,16.84,9.03,55.23,39.87,5.03,2.37,null,null,0.15,null,3.73,1.43,0.29,null,3.73,1.46,null,null,2.51,0.91,6.35,2.7,4.42,1.83,0.08,null,11.97,6.57,9.67,0.63,null,null,1.52,0.44,null,null,0.24,null,null,null,null,null,null,null,6.25,3.02,null,null,4.91,2.61,null,null,null,null,0.95,null,null,null,5.79,3.15,5.92,2.6,null,null,4.92,3.21,2.84,0.75,null,null,0.81,null,null,null,6.38,3.05,0.21,null,13.91,7.7,56.84,24.64,0.14,null,5.43,3.54,5.89,2.62,5.98,2.49,5.65,2.71,0.12,0.12,null,null,null,null,4.08,2.29,8.27,2.13,null,null,0.01,null,7.47,2.62,0.53,null,15.17,7.61,null,null,null,null,null,null
2021-03-02,5.27,2.66,null,null,null,null,null,null,1.82,0.67,null,null,0.16,null,17.79,null,2.03,null,15.05,null,null,null,4.67,2.84,0.1,null,null,null,0.09,0.08,3.2,0.96,2.91,0.6,null,null,18.87,0.36,null,null,8.05,3.23,null,null,0.97,null,null,null,null,null,6.12,2.64,null,null,null,null,4.62,2.51,null,null,72.28,40.68,null,null,5.93,3.26,30.5,1.32,null,null,null,null,0.53,null,0.94,0.2,0.72,0.39,null,null,6.4,2.93,6.21,3.71,17.74,9.06,55.7,40.62,5.24,2.42,null,null,0.2,null,3.89,1.45,0.33,null,null,null,null,null,2.61,0.93,6.67,2.72,4.55,1.91,0.16,null,12.32,6.74,9.91,0.8,null,null,1.56,0.44,null,null,null,null,null,null,null,null,null,null,6.44,3.09,null,null,5.14,2.64,null,null,null,null,0.96,0,0,null,null,null,6.06,2.62,null,null,5.11,3.22,2.85,0.75,null,null,1.71,null,null,null,6.45,3.11,0.24,null,14.27,7.8,null,null,0.17,null,null,null,5.99,2.79,6.09,2.49,5.93,2.75,0.13,0.13,0.17,null,null,null,4.33,2.32,8.45,2.31,null,null,0.02,null,7.85,2.62,0.95,null,15.48,7.82,null,null,null,null,null,null
2021-03-03,5.48,2.74,null,null,null,null,null,null,1.94,0.68,3.33,null,0.2,null,17.86,null,null,null,15.61,null,null,null,4.86,2.88,0.17,null,24.56,13.88,0.09,0.08,3.35,1.02,2.97,0.6,null,null,19.69,1.17,null,null,8.28,3.25,null,null,1.49,null,null,null,null,null,null,null,null,null,7.3,1.5,4.78,2.61,null,null,74.86,41.85,null,null,6.17,3.34,30.91,1.42,null,null,null,null,0.69,null,1,0.21,0.84,0.4,null,null,null,null,null,null,18.49,9.07,56.19,41.38,5.47,2.48,null,null,0.24,null,4.07,1.47,0.38,null,null,null,null,null,2.82,0.94,7.02,2.8,4.7,2.03,0.25,null,12.8,6.87,10.15,0.98,null,null,1.59,0.46,null,null,0.31,null,null,null,0.2,null,null,null,6.75,3.41,null,null,5.4,2.66,null,null,null,null,0.98,0.03,null,null,6.18,3.39,6.2,2.63,null,null,5.31,3.22,2.94,0.82,null,null,2.6,null,5.34,2.76,6.73,3.46,0.27,null,14.7,7.86,57.21,25.02,0.19,null,null,null,6.07,2.96,6.4,2.53,6.25,2.8,0.14,0.14,0.3,null,null,null,4.6,2.36,8.59,2.46,null,null,0.02,null,8.13,2.77,1.57,null,15.8,8.06,null,null,null,null,null,null
2021-03-04,5.68,2.81,null,null,null,null,null,null,2.08,0.69,null,null,0.24,null,17.96,null,2.17,null,16.16,null,null,null,5.17,2.95,0.21,null,null,null,0.09,0.08,3.49,1.09,3.19,0.67,null,null,20.45,2.03,null,null,8.58,3.28,null,null,2.1,null,0.3,0.04,null,null,6.56,3,null,null,7.68,1.51,5,2.71,null,null,76.07,44.59,null,null,6.42,3.41,31.46,1.52,null,null,null,null,0.83,null,1.07,0.23,null,null,null,null,7.01,2.99,7.76,3.72,18.5,9.07,56.64,42.26,5.71,2.56,null,null,null,null,4.27,1.48,0.41,null,4.43,1.46,null,null,3.12,0.95,7.4,2.98,4.91,2.15,0.31,null,13.34,7.03,10.35,1.12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.04,3.75,null,null,5.66,2.69,null,null,null,null,0.99,0.1,null,null,6.41,3.61,6.43,2.68,null,null,5.5,3.26,3.22,0.9,1.14,null,4.08,null,5.62,2.82,6.81,3.53,0.31,null,14.89,8.29,null,null,0.21,null,5.98,3.67,6.15,3.12,6.71,2.74,6.69,2.87,0.16,0.16,0.44,null,null,null,4.9,2.4,8.72,2.62,null,null,0.03,null,8.93,2.9,1.83,null,16.16,8.31,0.04,null,null,null,null,null
2021-03-05,5.9,2.89,null,null,null,null,null,null,2.28,0.72,null,null,0.28,null,18.05,null,null,null,16.87,null,null,null,5.46,2.99,0.25,null,null,null,0.09,0.08,3.62,1.16,3.38,0.72,26.94,13.51,21.16,2.87,2.98,1.04,8.86,3.38,null,null,2.8,null,0.37,0.04,null,null,6.96,3.18,null,null,8.1,1.52,5.28,2.81,null,null,77.66,44.98,null,null,6.7,3.47,32.11,1.61,null,null,null,null,0.96,null,1.16,0.25,0.88,0.41,null,null,7.36,3.03,7.92,3.72,18.57,9.52,56.84,42.68,5.95,2.65,null,null,null,null,4.49,1.49,0.47,null,null,null,null,null,3.37,0.95,7.73,3.15,null,null,0.35,null,13.84,7.18,10.51,1.35,null,null,1.65,0.47,0.1,null,0.36,null,null,null,null,null,null,null,7.24,3.87,null,null,6,2.72,null,null,null,null,1,0.17,null,null,null,null,6.8,2.74,0.58,null,5.7,3.31,3.36,0.96,null,null,5.54,null,5.92,2.9,6.88,3.57,0.37,null,15.07,8.72,58.06,25.04,0.21,null,null,null,6.25,3.25,6.92,3,null,null,0.17,0.17,0.58,null,null,null,5.15,2.45,8.83,2.74,null,null,0.04,null,9.83,3.16,2.09,null,16.61,8.58,null,null,null,null,null,null
2021-03-06,6.07,2.95,null,null,null,null,null,null,null,null,null,null,0.3,null,18.05,11.72,null,null,17.01,null,null,null,5.52,3,null,null,null,null,0.83,0.08,3.74,1.23,3.41,0.72,null,null,21.21,3,null,null,9.12,3.45,null,null,3.46,null,null,null,null,null,null,null,null,null,8.67,1.53,5.56,2.83,null,null,80.57,45.72,null,null,6.96,3.51,32.72,1.65,null,null,null,null,1.12,null,1.24,0.27,null,null,null,null,7.56,3.04,null,null,18.61,9.98,56.96,42.97,6.16,2.71,null,null,0.4,null,4.68,1.49,0.53,null,null,null,null,null,3.41,0.95,7.75,3.16,null,null,0.39,null,14.38,7.34,10.6,1.57,null,null,1.68,0.47,null,null,0.38,null,null,null,null,null,null,null,7.25,3.88,null,null,6.27,2.75,null,null,null,null,1,0.2,null,null,6.68,3.76,7.1,2.82,1.23,null,5.9,3.36,3.48,1.03,null,null,6.89,null,null,null,6.9,3.58,0.38,null,15.14,9.11,null,null,0.22,null,null,null,6.53,3.29,6.99,3.03,null,null,0.17,0.17,0.61,null,null,null,5.26,2.46,8.9,2.81,null,null,0.04,null,10.16,3.18,2.09,null,17.15,8.9,null,null,null,null,null,null
2021-03-07,6.21,2.99,null,null,null,null,null,null,2.62,0.76,null,null,0.32,null,18.13,11.84,2.24,null,17.16,null,null,null,5.53,3,null,null,null,null,0.83,0.08,3.83,1.26,3.43,0.72,null,null,21.21,3.03,null,null,9.32,3.52,null,null,null,null,null,null,null,null,7.65,3.31,null,null,null,null,5.72,2.84,null,null,83.52,46.22,null,null,null,null,32.96,1.68,null,null,null,null,1.24,null,1.25,0.27,1.06,0.41,null,null,7.61,3.04,null,null,18.62,10.54,57.32,43.81,6.29,2.74,null,null,0.43,null,4.83,1.5,null,null,null,null,null,null,3.41,0.95,7.75,3.16,5.21,2.26,0.43,null,14.72,7.44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.05,2.4,7.25,3.88,null,null,6.39,2.75,null,null,0.02,null,1,0.2,0.03,null,null,null,7.23,2.86,null,null,6.1,3.4,3.51,1.05,null,null,null,null,null,null,7.13,3.83,0.39,null,15.14,9.12,null,null,0.22,null,6.48,3.71,6.7,3.29,6.99,3.03,7.12,2.96,0.17,0.17,0.62,null,null,null,5.35,2.47,8.92,2.84,null,null,0.04,null,10.38,3.19,2.09,null,17.6,9.18,null,null,null,null,null,null
2021-03-08,6.42,3.05,null,null,null,null,null,null,2.66,0.76,null,null,0.34,null,18.2,11.91,null,null,17.19,null,null,null,5.64,3.01,null,null,null,null,0.88,0.08,3.87,1.28,3.5,0.73,null,null,21.92,4.15,null,null,9.49,3.63,null,null,3.69,null,0.39,0.04,null,null,null,null,null,null,8.69,1.53,5.89,2.91,0.65,null,83.52,46.22,null,null,7.23,3.57,33.28,1.74,null,null,null,null,1.38,null,1.37,0.29,null,null,null,null,null,null,8.59,3.72,18.62,10.88,57.72,44.65,6.5,2.82,null,null,0.47,null,5.03,1.53,null,null,4.92,1.54,7.54,0.89,3.5,0.96,8.04,3.19,5.31,2.28,0.51,null,15.31,7.74,10.73,1.76,null,null,1.74,0.47,null,null,0.49,null,null,null,null,null,null,null,7.33,3.88,null,null,6.5,2.77,null,null,null,null,1.03,0.22,0.04,null,6.79,3.79,7.25,2.88,null,null,6.3,3.42,3.52,1.05,null,null,7.96,null,null,null,null,null,0.4,null,15.89,9.16,null,null,0.24,null,6.71,3.74,6.79,3.45,7.05,3.05,7.35,3.02,0.17,0.17,0.75,null,null,null,5.61,2.51,8.97,2.89,null,null,0.04,null,10.84,3.26,2.9,null,17.94,9.42,null,null,null,null,null,null
2021-03-09,6.64,3.11,null,null,null,null,null,null,2.88,0.77,4.06,null,0.37,null,18.26,11.98,2.44,null,null,null,null,null,5.74,3.04,0.37,null,null,null,0.94,0.08,4,1.34,3.61,0.74,null,null,22.64,5.37,null,null,9.67,3.75,null,null,4.43,null,0.39,0.04,null,null,7.98,3.33,null,null,8.86,1.53,6.14,3,null,null,84.39,46.92,null,null,7.49,3.63,33.6,1.85,null,null,null,null,1.51,null,1.45,0.32,null,null,null,null,null,null,null,null,19.89,10.89,58.18,45.53,6.71,2.9,null,null,0.54,null,5.2,1.53,null,null,null,null,null,null,3.62,0.96,8.41,3.24,5.52,2.31,0.61,null,15.93,7.95,10.88,1.94,null,null,1.94,0.47,null,null,null,null,null,null,null,null,null,null,7.54,3.95,1.48,0.37,6.75,2.8,null,null,0.03,null,1.05,0.23,null,null,6.98,3.82,7.34,2.9,null,null,6.52,3.45,3.53,1.06,null,null,9.03,null,6.63,3.13,null,null,0.41,null,16.53,9.2,58.88,27.02,0.24,null,null,null,6.85,3.58,7.22,3.07,7.57,3.1,0.18,0.18,0.87,null,null,null,5.92,2.56,9.1,3.02,null,null,0.05,null,11.47,3.29,3.53,null,18.27,9.6,null,null,null,null,null,null
2021-03-10,6.87,3.19,null,null,null,null,null,null,3.15,0.77,4.23,null,0.42,null,18.33,12.11,null,null,null,null,null,null,null,null,0.63,null,null,null,1,0.08,4.12,1.41,3.69,0.76,null,null,23.29,6.64,null,null,9.68,3.75,null,null,5.04,null,null,null,null,null,8.28,3.42,null,null,9.3,1.54,null,null,0.97,null,85.87,47.38,null,null,7.75,3.68,null,null,null,null,null,null,1.74,null,1.52,0.34,1.31,0.46,null,null,null,null,null,null,21.22,10.92,58.61,46.21,6.95,2.98,null,null,0.66,null,5.4,1.55,null,null,null,null,null,null,3.73,0.96,8.86,3.33,null,null,null,null,null,null,11.05,2.31,null,null,null,null,0.16,null,null,null,null,null,0.37,null,null,null,null,null,1.55,0.37,null,null,null,null,0.04,null,null,null,null,null,null,null,7.43,2.92,1.78,null,null,null,3.61,1.22,null,null,null,null,6.84,3.17,null,null,null,null,16.84,9.51,null,null,0.24,null,null,null,6.92,3.69,null,null,null,null,0.22,0.22,0.98,null,null,null,6.24,2.61,9.18,3.1,null,null,0.07,null,11.9,3.39,4.25,null,18.67,9.84,null,null,null,null,null,null
